qa_id,question,answer,context,is_question_valid,is_answer_correct
204498958707541069240202913377854155471,What team did Weems work out with instead of attending?,," not to attend. Instead, Weems worked out with several teams: the Memphis Grizzlies, Orlando Magic, Chicago Bulls, Boston Celtics, Golden State Warriors, New Jersey Nets, New Orleans Hornets, and Portland Trail Blazers, receiving increased interest because",1,2
14251632831629668267046781411825233297,What team did Warrick play for?,,"enix Suns, New Orleans Hornets, and Charlotte Bobcats. Warrick then embarked on an international career and played in China, Turkey, Australia, Greece, Puerto Rico, Lebanon, and Israel. He played his final season in the NBA G League during the 2018-19 seas",1,2
269464714887546750906356241962741944054,How many points did he average per game?,,"-ending ankle injury. Weems later complained on social media saying that he had to go to U.S. to heal his sore ankle, after not receiving any medical care in Lithuania. Over 15 games in the EuroLeague, he averaged 15.5 points and 5 rebounds per game. CSKA ",1,2
134050551411862547832765243044412396244,Who was seen as one of the team leaders?,Weems," CSKA Moscow won 3rd place in the EuroLeague Final Four, after a 69-52 loss to Olympiacos in the semi-final game. Weems was seen as one of the team leaders, a starting Small Forward who averaged 13.7 points, 2.9 rebounds, and 2.1 assists over 28 games in t",1,1
250439647680402288891223694991763775299,What is his average height?,,"ssigned to the position of center, with typical NBA centers being about 7 feet (2.13 m) in height, though Chuck Hayes filled this role at 6 feet 6 inches (1.98 m), and NBA Hall of Famer Wes Unseld filled this role while being 6 feet 7 inches (2.01 m). Few ",1,2
320653328633280649167895081000040975094,When did the arena open?,," events. Since opening, the arena has hosted such national acts as Alabama, David Letterman, Gary Allen, the Newsboys, M.C. Hammer, the Goo Goo Dolls, Alan Jackson, Dashboard Confessional, Jeff Foxworthy, Tim McGraw, Travis Tritt and Sawyer Brown.",1,2
235162628918663660259204478852068536882,What skill does a center have to score close to the basket?,,"skill to score close to the basket, as well as both gather rebounds and ""set the pick"" in pick and roll plays. However, many centers today possess the ability to shoot from outside and handle the ball, making them more versatile and allowing them to space ",1,2
261554123904114300531770135211784196688,What year does CSKA Moscow have a contract with the club?,2017," contract with the club until 2017. 2014-15 season[] In the 2014-15 season, CSKA Moscow advanced to the EuroLeague Final Four for the fourth straight season, after eliminating Panathinaikos for the second straight season in the quarter-final series, 3-1. H",1,2
50631669870469464754002848018571681086,What is the name of the basketball team that plays at the Sports Complex?,Seawolves,"but were renamed and are currently known as the Seawolves. The basketball teams play at the Sports Complex. Stony Brook joined NCAA Division I in 1999, with all sports except football competing in the America East Conference. The school moved to the Coloni",1,1
240767473659130251600647392709200286614,Tom Becker Bob Bedell William Bedford Hank Beenders Don Beery Ron Behagen Elmer Behnke Bill Behr Marco Belinelli Byron Bell Charlie Bell Dennis Bell Raja Bell Troy Bell Whitey Bell Walt Bellamy Ray Bellingham Irv Bemoras Leon Benbow Jonatha Bell Benbow,,cker Moe Becker Tom Becker Bob Bedell William Bedford Hank Beenders Don Beery Ron Behagen Elmer Behnke Bill Behr Marco Belinelli Byron Bell Charlie Bell Dennis Bell Raja Bell Troy Bell Whitey Bell Walt Bellamy Ray Bellingham Irv Bemoras Leon Benbow Jonatha,1,2
217088748984804981364834680831784294893,"How many rebounds, 2 steals, and an assist did he have?",,"h 14 points to go along with 8 rebounds, 2 steals, and an assist. In his fourth game (and first non-start), Herro scored a career-high 29 points on October 29 in a 112-97 win over the Atlanta Hawks. Herro was due to play in the Rising Stars game during the",1,1
245108131564486072900780025978641963140,What was the score of the game?,6 runs to 4,"tercollegiate football game on 6 November 1869 in which Rutgers defeated a team from the College of New Jersey (now Princeton University) with a score of 6 runs to 4.[1][2] Among the first American schools to participate in intercollegiate athletics, Rutge",1,1
163773285103684206767937805336124337625,When was the University of North Carolina system formed?,,her education. The name was Changed to Winston-Salem State University in 1969. Winston-Salem State University was merged into the University of North Carolina system in 1972. It is a member school of the Thurgood Marshall Scholarship Fund. Winston-Salem St,1,2
246860729668086230108355127148052476399,"On what date was the game released for Microsoft Windows, Nintendo Switch, PlayStation 4 and Xbox One?","September 11, 2018"," on September 11, 2018 for Microsoft Windows, Nintendo Switch, PlayStation 4, and Xbox One. It received generally favorable reviews from critics, who praised the gameplay and some calling it the best installment of the series, while its emphasis on microtr",1,1
98205580730945851448444556263702090598,Who was Earl married to?,Jennifer Freeman,"ant, Tremaine Quinn, was sentenced to 36 months of probation for the action. That incident would be a major driving force for Earl to take up coaching in basketball. On May 16, 2009 he married actress Jennifer Freeman. They have a daughter together. They s",1,1
320651837195994145335397829241149632467,Who were named to the second team of the NBA?,"avis, and Jim Boylan","avis, and Jim Boylan were named to the second team. The league attempted to merge with the more established Continental Basketball Association (CBA), but when the deal failed, the league folded.",1,1
239682845648228464868179974517796099033,What can lead to more positive experiences for people involved?,people involved, people involved can lead towards more positive experiences for the people involved. He also stated that he likely would have never gotten a scholarship for UCLA if he didn't have the AAU around. He is part-owner of AAU program Earl Watson Elite. He also j,1,1
281921542693414817048023570299420500221,How many NBA regular season games are there?,,1 NBA 4.1.1 Regular season 4.1.2 Playoffs 4.2 College 5 Awards and honors 6 Personal life 7,1,1
99162930397474677342711184804213307035,Who is a member of the Board of Governors?,Rodrigo Salud," (San Miguel) *Biboy Ravanes (Alaska) *Chito Loyzaga (Ginebra) Board of governors[] Rodrigo Salud (Commissioner) Luis Lorenzo, Sr (Chairman, Pepsi Cola Products Philippines, Inc.) Wilfred Steven Uytengsu (Vice-Chairman, General Milling Corp.) Ruben Cleofe ",1,1
150178574425510935145519170832937082696,Who was the Defensive Player of the Year?,Chris Jackson,proved Player: Patrick Roy Fran (Mobiline) Defensive Player of the Year: Chris Jackson (Formula Shell) Mythical Five *Johnny Abarrientos (Alaska) *Alvin Patrimonio (Purefoods) *Jerry Codinera (Purefoods) *Jojo Lastimosa (Alaska) *Kenneth Duremdes (Alaska) ,1,1
173062890702878648458016300449422071373,When was Afflalo drafted?,"June 28, 2007","he Florida Gators cost his team the ability to successfully compete and the Bruins ended up bowing out of the tournament. Professional career[] Detroit Pistons (2007-2009)[] On June 28, 2007, Afflalo was drafted with the 27th overall pick in the 2007 NBA D",1,1
46897222197767751795798098180605979072,Who is the CEO of Lapanday Holdings Corp.?,,"enzo, Jr (Lapanday Holdings Corp.) Nazario Avendano (San Miguel Corp.) Joaquin Trillo (Alaska Milk Corp.) Teodoro Dimayuga (Purefoods Corp.) Elmer Yanga (Republic Flour Mills Corp.) Roberto Eduardo (La Tondena Distillers, Inc) Eliezer Capacio (Purefoods Co",1,2
169416283017954614715885084604131482954,When was Bol born?,"November 16, 1999","r the Orlando Magic. Contents 1 Early Life 2 High School Career 3 College Career 4 Professional Career 4.1 Denver Nuggets (2019-2022) 4.2 Orlando Magic (2022-2023) 4.3 Phoenix Suns (2023-present) Early Life[] Bol was born on November 16, 1999, in Khartoum,",1,1
67371773772493960597411850052014780117,When did Brown return to the Cavaliers?,2013," Angeles Lakers in 2011 before being dismissed five games into the 2012-13 season. He returned to the Cavaliers in 2013, but was fired after one season. Brown then joined the Golden State Warriors as associate head coach in 2016; the team went on to defeat",1,1
164824243575488739406401469136126264696,What was Manute accused of being?,an American spy,"d Sudanese Civil War, Manute was accused of being an American spy and was barred by the Sudanese government from fleeing to the United States. In 2001, the family traveled to Cairo, Egypt, where they were stranded for many months due to visa problems, desp",1,1
160441899476269487391677343306788031886,Who was inducted into the Naismith Basketball Hall of Fame?,,al was inducted into the Naismith Basketball Hall of Fame. Contents 1 Early life 2 Playing career 2.1 Boston Celtics (1972-1975) 2.2 Phoenix Suns (1975-1980) 2.3 Seattle Supersonics (1980-1981) 2.4 New York Knicks (1982-1983) 2.5 Return to Phoenix (1983-19,1,1
8681865292490358784380887814951620016,When did the Boston Celtics play?,1972-1975,al was inducted into the Naismith Basketball Hall of Fame. Contents 1 Early life 2 Playing career 2.1 Boston Celtics (1972-1975) 2.2 Phoenix Suns (1975-1980) 2.3 Seattle Supersonics (1980-1981) 2.4 New York Knicks (1982-1983) 2.5 Return to Phoenix (1983-19,1,1
165949498138356820507121381568939387539,Where did he attend high school?,," to Phoenix (1983-1984) 3 Coaching career 4 Broadcasting career 5 Personal life 6 Death Early life[] Born in Torrance, California, Westphal went to Aviation High School in Redondo Beach from 1966 to 1969. He attended the University of Southern California i",1,1
234341590415191207681564823642392106031,What team played from 2010 to 2013?,Barcelona, South Dragons (2006-2009) 2.2 Granada (2009-2010) 2.3 Barcelona (2010-2013) 2.4 Maccabi Tel Aviv (2013-2014) 2.5 Utah Jazz (2014-2022) 2.5.1 2014-15 season 2.5.2 2015-16 season 2.5.3 2016-17 season 2.5.4 2017-18 season 2.5.5 2018-19 season 2.5.6 2019-20 s,1,2
312265069508115447102016376478695620327,Women have what?,,men) 5 2005-06 schedule and results (women) 6 Conference membership history 7 All-time records 7.1 Men 7.2 Women 8 Gallery of logos 9,1,2
5261794355728547168080802831978314005,How many Future dates were there in 2007?,, 2007 2.2 2008 2.3 2009 3 Future dates 4,1,1
168077165780587732561710922503714351310,What is the primary language of the San Miguels?,,"oration. They also changed their primary language from English to Tagalog. Crowd-favorite Ginebra San Miguel return to their winning ways after years of being a doormat with the entry of top draft pick, 6-9 Marlou Aquino, the Ginebras advances in the semif",1,2
214589513268171871422911992401532913565,Who was Bill Russell?,National Collegiate Basketball Hall of Famer," under Phil Woolpert, and led by player and National Collegiate Basketball Hall of Famer Bill Russell. USF retained its status as a basketball powerhouse into the 70's and early 80's, holding the distinction of being a ""major"" program in a ""mid-major"" conf",1,1
109943688803447971755384272255503482100,What was he's nickname?,J-," with the Atlanta Hawks before playing for the Detroit Pistons, Houston Rockets, and Los Angeles Clippers between 2013 and 2016. His final stint in the NBA came in November 2017 with the New Orleans Pelicans. He is sometimes referred to by his nickname ""J-",1,1
99844582079264132843467146761650601514,How long did the Los Angeles Lakers stay in the NBA?,2003-2004, Goodrich. Contents 1 High school and college career 2 NBA career 2.1 Seattle SuperSonics (1990-2003) 2.2 Milwaukee Bucks (2003) 2.3 Los Angeles Lakers (2003-2004) 2.4 Boston Celtics (2004-2005) 2.5 Miami Heat (2005-2007) 3 Player profile 3.1 Personality 3,1,1
213298107540427861631891274839476042820,What is the name of the basketball association?,,l Basketball Association.,1,2
311281095757237410812566506661401690296,Where is m's home games played?,"Fremont, Nebraska","m plays its home games in Fremont, Nebraska. Contents 1 Varsity Roster 2 Junior Varsity Roster 3 Coaches 4 See Also 5 External Links Varsity Roster[] Junior Varsity Roster[] Coaches[] Rich McGill - Head Coach John Konecky - Men's Basketball Assistant Coach",1,1
28648882623328922205814568859915392894,How many points did he score in a 121-116 win over the Los Angeles Clippers?,19," over the Milwaukee Bucks. On March 6, he recorded 19 points and 17 assists in a 121-116 win over the Los Angeles Clippers. On March 27, he had 21 points, 11 assists and 11 rebounds in a 107-103 loss to the Blazers. In Game 2 of the Pelicans' first-round p",1,1
123633163841322519957377735122372730709,What was the error message?,,"ror: Invalid <ref> tag; name ""history"" defined multiple times with different content Cite error: Invalid <ref> tag; name ""history"" defined multiple times with different content | Template:Cite book | 4.0 4.1 Template:Cite book | 5.0 5.1 5.2 Schneider, Bern",1,2
207271096744388781847469984831694328039,Where is the arena located?,Cedar Park,"or arena, located in Cedar Park, in the U.S. state of Texas, near Austin. No corporate sponsor owns the naming rights to the arena. The arena is home to the Texas Stars of the American Hockey League, the Austin Spurs of the NBA Development League and the A",1,1
234856145606570735129167833687347627685,When was Holiday traded to the Milwaukee Bucks in a four-team trade?,"November 24, 2020","A Sportsmanship Award[] Holiday during Game 6 the 2021 Eastern Conference Finals against the Bucks/Hawks. On November 24, 2020, Holiday was traded to the Milwaukee Bucks in a four-team trade, involving the Denver Nuggets and Oklahoma City Thunder, in which",1,1
271857328490202324399031830527778682617,How many seats are in the arena?,"8,700","ent League and the Austin Aces of World TeamTennis.[6][7][8] The 8,700-seat sports arena is located at the corner of 183A and New Hope Road in Cedar Park, Texas. The city of Cedar Park owns the event center, and has partnered with Dallas-based Hicks Sports",1,1
330456723230332235664986956141633818412,What is the purpose of Mikan's drill?,"to help basketball Centers and Forwards develop rhythm, timing for rebounding, and scoring in the paint","The Mikan Drill is a basketball drill commonly credited to George Mikan and his college coach at DePaul University Ray Meyer. It is designed to help basketball Centers and Forwards develop rhythm, timing for rebounding, and scoring in the paint. It is also",1,1
186298219783762004818803161319833127086,When was the stadium opened?,,"nickname The KingdomeThe Dome location 201 S. King StreetSeattle, Washington Broke ground November 2, 1972 opened March 27, 1976 Closed January 9, 2000 Demolished March 26, 2000 (24 years) owner King County Operator King County Departmentof Stadium Adminis",1,2
181688727333083985669698444342852284093,What country is the template used by?,,apan 36 Latvia 37 Lebanon 38 Lithuania 39 Luxembourg 40 Template:MLI 41 Mexico 42 Montenegro 43 Template:MAR 44 Netherlands 45 New Zealand 46 Nigeria 47 North Macedonia 48 Norway 49 Panama 50 Poland 51 Puerto Rico 52 Romania 53 Russia 54 Saint Vincent and ,1,2
331934120626422648108089413463546103378,What year did King County voters approve the issue o the issue?,1968,"e football and/or baseball team was first proposed to Seattle officials in 1959. Voters rejected separate measures to approve public funding for such a stadium in 1960 and 1966, but the outcome was different in 1968; King County voters approved the issue o",1,1
16683162094297044563433706778100026486,Holiday scored a career-high 51 points on what date?,March 29,"h 40 points, with a career-high eight three-point shots made, during a 131-125 overtime win against the Boston Celtics. On March 29, Holiday scored a career-high 51 points, along with eight rebounds and eight assists on 67% field goal percentage in 32 minu",1,1
58010503139620419485715390258910141105,In what year did the NBA All-Star Game take place?,1987,"ball All-Star Game in July 1979, the NBA All-Star Game in 1987, and the NCAA Final Four in 1984, 1989, and 1995. During the 1990s, both the Seahawks' and Mariners' respective ownership groups began to question the suitability of the Kingdome as a venue for",1,1
202504999814591446945511297196346927768,Who represented Canada internationally?,Steve Nash,") Todd MacCulloch Jamaal Magloire Naz Mitrou-Long Mychal Mulder Jamal Murray Steve Nash (born in South Africa, raised and naturalized in Canada, represented Canada internationally) Andrew Nicholson Kelly Olynyk Dwight Powell Xavier Rathan-Mayes Andy Rautin",1,1
264505627333350305133213602737861132544,Who was a naturalized U.S. citizen?,Sun Yue Tom Meschery,"eer Sun Yue Tom Meschery (born in then Manchuria, ethnic Russian, eventually a naturalized U.S. citizen) Wang Zhizhi Yao Ming Yi Jianlian Taiwan Joe Alexander (born in Taiwan) Bosnia and Herzegovina Dalibor Bagaric Gordan Giricek Mario Kasun Toni Kukoc Dam",1,2
118962470979605241093873424865810005986,What team did he play for in the NBA?,Cleveland Cavaliers,"Anderson Franca Varejao (born September 28, 1982) is a Brazilian former professional basketball player who played 14 seasons in the National Basketball Association (NBA), 13 of those with the Cleveland Cavaliers. With a career that spanned four decades and",1,1
284720336078510242048616027165166567208,What did Mike do as a child?,,a. From being bullied as a young kid to becoming a professional ball player is a story unlike none others. Each performance or motivational talk combines basketball entertainment with the substance to teach truly profound life lessons. Mike's full time act,1,2
196751105046874614755388716832713721908,What team did he play for?,,"to the Dallas Mavericks in 2023. He has also played for the United States national team, with which he won gold at the 2014 FIBA Basketball World Cup and the 2016 Summer Olympics. In February 2020, he was elected as one of the seven vice-presidents of the ",1,2
71713131520430397936877923468591117155,What does the 'neutralization' process cover up?,"Laker achievements, banners and sponsorships","esides allowing for a different Clipper court, requires a 'neutralization' process before and after each game to cover up Laker achievements, banners and sponsorships, along with its own court lighting pattern, and in tightly-scheduled weekends with both t",1,1
260932173220989410025516849981281802059,Who played for Duke Blue Devils men's basketball?,Marvin Bagley III,"ll team. Marvin Bagley III, in his high school career, held an average of 24.9 points and 10.1 rebounds. After completing high school, Bagley enrolled at the University of North Carolina and played for the Duke Blue Devils men's basketball. Professional ca",1,1
144439384929711883414485931361209288104,Who owns the Sky?,Michael J. Alter (principle owner) and Margaret Stender,"is owned by Michael J. Alter (principle owner) and Margaret Stender (minority owner). Like some other WNBA teams, the Sky has the distinction of not being affiliated with an NBA counterpart, although an NBA team, the Chicago Bulls, also plays in the same c",1,1
144555778803163173024546299784923690536,When did the regular season begin?,"October 16, 2018","The 2018-19 NBA season was the 73rd season of the National Basketball Association (NBA). The regular season began on October 16, 2018. Christmas Games were played on December 25. The 2019 NBA All-Star Game was played on February 17, 2019 at the Spectrum Ce",1,1
104787115861259985017086579238863169727,When will da perform for their Pero No Te Enamores Tour?,November 15 and 16,"da will perform on November 15 and 16 for their Pero No Te Enamores Tour. Cyndi Lauper will perform at the Intuit Dome on November 23 during her ""2024 Girls Just Wanna Have Fun Farewell Tour."" Stand-up comedy[] Sebastian Maniscalco performed at Intuit Dome",1,1
109973330312675708830434432893444285392,When did Ellenson sign a deal with the Toronto Raptors?,"November 26, 2020","nuary 21, 2020, Ellenson was acquired by the Raptors 905 in a sign-and-trade deal with the Long Island Nets. On November 26, 2020, Ellenson signed a deal with the Toronto Raptors. On December 19, he was waived by the team. On January 27, 2021, Ellenson was",1,1
73829394964100354382141624621915679968,In what neighborhood of New Orleans is the Municipal Auditorium located?,Treme,"The Morris F.X. Jeff, Sr. Municipal Auditorium is a 7,853-seat multi-purpose arena in New Orleans, Louisiana, and a component of the New Orleans Cultural Center, alongside the Mahalia Jackson Theater of the Performing Arts. It is located in the Treme neigh",1,1
103413849541315267388440824749759753521,George suffered a right leg injury on what date?,March 21,"former team, the Indiana Pacers. On March 5, 2023, George posted 42 points and 11 rebounds in a 135-129 win over the Memphis Grizzlies. On March 21, he suffered a right leg injury in a 101-100 loss against the Oklahoma City Thunder with 4:38 remaining in t",1,1
231048852799024760091300600381816358967,How many e-books were being published on Fields?,least seven,"least seven e-books were being published on Fields, and the Global Language Monitor declared that Fieldsanity II had met its criteria to be considered an English-language word. He appeared on a second consecutive Sports Illustrated cover, the first New Yor",1,1
213730418025357685826355023808824561205,What is ense more aggressive than?,the zone defense,"ense is that it is more aggressive than the zone defense. It also allows a team's best defender to stay on a player who has to be guarded at all times. The disadvantage is that it allows the offensive team to run screens more effectively, and it leaves wea",1,1
71816581503365473344568643991438337048,Expression error: Unexpected  operator.Expression error that is not expected  operator?,,.Expression error: Unexpected < operator.Expression error: Unexpected < operator.Expression error: Unexpected < operator.Expression error: Unexpected < operator.Expression error: Unexpected < operator.Expression error: Unexpected < operator.Expression erro,1,2
189941330418785283005757802908395913591,What is the name of the men's basketball team that competes in NCAA Division I?,Dayton Flyers,"The Dayton Flyers men's basketball team is a college basketball program that competes in NCAA Division I and the Atlantic 10 Conference representing the University of Dayton. They are known for a rivalry with Xavier University, playing for the Blackburn/Mc",1,1
12848679278678837658046266094108154065,How many students could fit in the building on a busy day?,"9,500","building originally included seating for 8,800, though standing room was sufficient to ensure that 9,500 could fit in on a particularly busy day. Then, as now, Duke students were allocated a large number of the seats, including those in the lower sections ",1,1
109864990881932086355146669492142639391,What was the name of the team that won their first PBA title?,ula Shell,"ula Shell won their first PBA title after five years of participation, but the biggest story of the year was the walkout of Anejo Rum 65 in Game 6 of the First Conference finals, the 65ers were heavily fined a total of P550,000. Presto Tivolis won the All-",1,1
149684016845639091939280193538331457782,When did nt. Indiana sign with the Indiana Pacers?,"July 13, 2012","nt. Indiana Pacers (2012-2013)[] On July 13, 2012, he signed with the Indiana Pacers. On October 31, he made his debut with the Pacers in a 90-88 win over the Toronto Raptors, recording five points, one rebound, two assists, and one steal in 15 minutes. To",1,1
14511253912055398954344532775172391464,What team traded Augustin to?,Houston Rockets,"1. On March 18, 2021, Augustin was traded to the Houston Rockets with D.J. Wilson and picks for P.J. Tucker and Rodions Kurucs. He made his debut in a 113-100 loss against Detroit Pistons on March 19. Augustin was waived by the Rockets on February 10, 2022",1,1
95160029046000497395980815483252174831,When did the Phoenix Suns play?,2002-2010,"emire owns a significant share of Hapoel Jerusalem, the team he won a championship with in 2017. He was the 2020 Israeli Basketball Premier League Finals MVP. Contents 1 Early Life 2 NBA career 2.1 Phoenix Suns (2002-2010) 2.2 New York Knicks (2010-2015) 2",1,1
311936970973193316460999817553068766760,What is the name of the tournament?,BB&T Classic Basketball Tournament,These are the men's pre-season college basketball tournaments. NIT Season Tip-Off * Coaches Vs. Cancer Classic * BB&T Classic Basketball Tournament * Cancun Challenge * Charleston Classic * College Basketball Experience Classic * Diamond Head Classic * Dix,1,1
262406958445507563447077597474772459069,What artist is featured in the gallery?,Coquese Washington,The following is a gallery featuring Coquese Washington. Gallery[],1,1
307106285157303422778861722236093469640,What team won three consecutive games in the first round of the Eastern Conference?,Chicago Bulls,ept in the first round of the Eastern Conference in three consecutive games by the defending champion Chicago Bulls. NBA Draft[] Page Module:Hatnote/styles.css has no content.Main article: 1990 NBA Draft Roster[],1,1
313322582378125460680734834493200810550,How many Ivy League championships has Yale won?,four,"named national champion twice - 1901 and 1903 - by the Helms Athletic Foundation. Ivy Champions[] Yale has won four Ivy League championships - 1957, 1962, 1963 and 2002. The Bulldogs captured the first official Ivy League title in 1957 as they finished 12-",1,1
223078983566429070285394966457758653851,What team did Morris play for?,Team Shaq,"e Challenge. Morris played for Team Shaq, recording 12 points and six rebounds. On March 25, Morris recorded a then career-high 22 points to tie Marcin Gortat as the game's leading scorer in a 108-83 victory against the Cleveland Cavaliers. 2012-13 season[",1,1
48853490979652765282738454842781138946,What was the site of several historic sporting events?,The arena,"ntil 1958, returning the corporation to profitability and enriching the variety of public entertainment.[4] Historic Events[] The arena was the site of several historic sporting events, including the professional debut of Sonja Henie, fresh from her triump",1,1
337792966513587577821424105478964236243,What was the building renamed after?,,"auction to James Toppi Enterprises, a sports promotion concern. Final years[] The building fell out of popular use in the 1970s, due to the building of the Spectrum in 1967. In 1977, the deteriorating building was auctioned off. It was renovated and rename",1,2
119609576995773182855836514499691082890,What is the official athletics site of Lincoln Memorial University?,Wikipedia,Lincoln Memorial University External Links[] Official athletics site Lincoln Memorial University on Wikipedia Lincoln Memorial University Seal.,1,2
178715986459184605683434196515942578614,What will be maintained concurrently with the equivalent category?,,This is an alphabetical list of NCAA Division II Conferences. This page will be maintained concurrently with the equivalent category. California Collegiate Athletic Association Central Atlantic Collegiate Conference Central Intercollegiate Athletic Associa,1,2
138402258655206766670774075573779150263,Who was a coach of the Los Angeles Clippers?,,"a coach of the Los Angeles Clippers and an alumnus of Dominguez High School, Los Angeles Harbor College, and Pepperdine University. A prototypical late bloomer, Johnson overcame early struggles and had a successful NBA playing career. Drafted 29th overall ",1,2
151760124032876039678222559247932631817,Who was drafted in the 2006 NBA Draft?,Paul Millsap,"Paul Millsap (born February 10, 1985) is an American former professional basketball player. A power forward from Louisiana Tech University, Millsap was selected by the Utah Jazz in the second round (47th overall) of the 2006 NBA Draft and was named to the ",1,1
201808835825161457196246786913468025726,What era did Laimbeer play for the Pistons?,,"1-year tenure with the Pistons during their ""Bad Boys"" era. Although a solid shooter and rebounder, Laimbeer became notorious for his physical play and reputation for delivering hard, often flagrant fouls, with other players often accusing him of intention",1,1
43791213132916930729240354779753921308,How much did the Hawks pay for the contract he signed with them?,$59 million," re-signed with the Hawks to a three-year, $59 million contract. On January 16, 2016, he scored 21 points against the Brooklyn Nets to move past 10,000 for his career. On January 28, he earned his third consecutive All-Star nod as a reserve for the Eastern",1,1
179110264380079390951000648908153098272,How many career statistics were there in the NBA in the regular season?,,phia 76ers (2023-2024) 3.8 Cleveland Cavaliers (2024) 3.9 Return to New York (2024-present) 4 Career statistics 4.1 NBA 4.1.1 Regular season 4.1.2 Play-in 4.1.3 Playoffs 4.2 College 5 Personal life 6,1,1
112121182819448887431108316311391134644,What team did the Utah Jazz play on?,,", the Utah Jazz. On November 21, 2017, he was ruled out indefinitely after sustaining a left wrist injury. Five days later, he underwent successful reconstructive surgery on his left wrist, ruling him out for several months. He returned to action on Februa",1,2
120166702330419143989355127672737441835,In what year did the Philadelphia 76ers take over?,,"geles Lakers. On December 3, 2020, Millsap re-signed with the Nuggets on a reported one-year deal worth $10 million. Brooklyn Nets (2021-2022)[] On September 10, 2021, Millsap signed with the Brooklyn Nets. Philadelphia 76ers (2022)[] On February 10, 2022,",1,2
216897098825342494392456382608909644523,Who was the league founded out of?,,"The National Industrial Basketball League was a league in the United States founded in 1947, to enable mill workers a chance to compete in basketball. The league was founded out of the teams that did not join the newly-formed NBA. In 1961 the league reorga",1,2
219728599983977349491887473781320035402,What team did he coach in college?,New Mex,"National Basketball Association (NBA), where he was a two-time NBA All-Star. He is currently the head men's basketball head coach and athletic director at Bethune-Cookman. He was the head coach for the NBA's Sacramento Kings and in college with the New Mex",1,2
232163850569429803959823772641849042154,What was EA originally?,a home computing game publisher,"and was notable for promoting the designers and programmers responsible for its games. Originally, EA was a home computing game publisher. In the late 1980s, the company began developing games in-house and supported consoles by the early 1990s. EA later gr",1,1
11787767772831208921051105949614398371,What is the name of the football-sponsoring schools that now operate as the America Athletic Conference?,," in July 2013, the conference charter was maintained by the football-sponsoring schools that now operate as the American Athletic Conference. However, the ""Big East"" name was purchased by the seven schools that did not sponsor top-level football (which soo",1,2
80122403282808547811388284538758850189,Who received the Big East Player of the Year award?,Walter Berry,"Naismith College Player of the Year and Mullin was given the John R. Wooden Award. The following year, Walter Berry of St. John's received the Wooden Award and the Big East Player of the Year award.[9][10] In 1996, Allen received the conference award and w",1,1
289186525914343348679615667678762263430,How many seasons did Johnson play in the NBA?,14,"rence Finals after a Larry Bird steal. Furthermore, Johnson is lauded by the NBA as a versatile all-around weapon who played with ""contagious competitiveness"" and was known for his durability: in 14 NBA seasons, he played in 1,100 of a possible 1,148 games",1,1
250266344262735995697579520077394704878,How many games did the Miami Heat make it to the Finals?,, made its first trip to the NBA Finals in its franchise history. Contents 1 Background 1.1 Miami Heat 1.2 Oklahoma City Thunder 1.3 Road to the Finals 1.4 Regular season series 2 Series summary 3 Game summaries 3.1 Game 1 3.2 Game 2 3.3 Game 3 3.4 Game 4 3,1,1
185161064641637306883046885653556382926,What was Johnson known for?,durability,"rence Finals after a Larry Bird steal. Furthermore, Johnson is lauded by the NBA as a versatile all-around weapon who played with ""contagious competitiveness"" and was known for his durability: in 14 NBA seasons, he played in 1,100 of a possible 1,148 games",1,1
81056281895872255048601837772038535000,When did he announce he had been diagnosed with Hodgkin's Disease?,"August 11, 2015"," 8 consecutive NBA Playoff appearances including 1 NBA Conference Finals appearance, and led Detroit Pistons to 3 NBA Conference Finals with a career best 64-18 (.780) record in 2005-06. On August 11, 2015, Saunders announced he had been diagnosed with Hod",1,1
293082167178233552895003182568670303127,What is the name of the magazine cover featuring Johnny Lee?,Sports Illustrated,"The following is a collection of magazine covers featuring Johnny Lee. Magazine covers[] SI 1-27-56.jpgSports Illustrated - January 27, 1956.",1,1
60551909690123967748417507315352867696,When was Sports Illustrated published?,"March 16, 1970","The following is a collection of magazine covers featuring Jimmy Collins. Magazine covers[] Sports Illustrated - March 16, 1970",1,1
61832343188307303635381928017091662742,When was Emeka Ndubuisi Okafor born?,"September 28, 1982","Chukwuemeka ""Emeka"" Ndubuisi Okafor (born September 28, 1982) is an American former professional basketball player. Contents 1 Early Life 2 High School 3 College 4 NBA 4.1 Charlotte Bobcats (2004-09) 5 See Also 6 External Links Early Life[] Emeka was born ",1,1
238558711381936870713429007456673235152,What is the name of the former professional basketball player?,"Chukwuemeka ""Emeka"" Ndubuisi Okafor","Chukwuemeka ""Emeka"" Ndubuisi Okafor (born September 28, 1982) is an American former professional basketball player. Contents 1 Early Life 2 High School 3 College 4 NBA 4.1 Charlotte Bobcats (2004-09) 5 See Also 6 External Links Early Life[] Emeka was born ",1,1
136335102498135881617776896129159002745,How many miles from downtown Honolulu?,three,tely three miles east and inland from downtown Honolulu and one mile from Ala Moana and Waikiki. The campus occupies the eastern half of the mouth of the greater Manoa Valley. It is accredited by the Western Association of Schools and Colleges and is gover,1,1
179259855249897230714326513498080167236,What year did the team win more games?,,"o coach for Duke University. Before coming to Michigan State, Merchant spent nine years as head coach of Eastern Michigan University's team, where she won the most games in the school's history.[31] During the 2007-2008 season, the team won more games, 23,",1,1
